Country,Year,Population_Growth_Rate,Exports of goods and services_Growth_Rate,Imports of goods and services_Growth_Rate,Gross capital formation_Growth_Rate,Final consumption expenditure_Growth_Rate,Government_Expenditure_Growth_Rate,GDP_Growth_Rate
Algeria,1984,3.4397794306393497,-0.457373373449543,-1.87692214680873,1.25160087876874,12.6847509645769,9.039176355606628,8.47128104722174
Algeria,1985,3.45606825988979,0.495795500702311,-4.2584207731160015,3.65174566947317,11.3971107779249,15.681135588641748,9.53720440251184
Algeria,1986,3.3870294026021304,-39.6857171791991,-8.65203643253975,20.334959279815106,20.536129646305803,23.08697738779568,8.7384275327045
Algeria,1987,3.0746044814142994,14.792359204502,-23.8728953056701,-16.416153606874598,-1.38605463037738,6.3178823425847686,2.24207182019342
Algeria,1988,2.78518692004243,-10.7368897386579,63.3334622132439,-14.372730298036098,7.55411104032617,-7.907955092781515,-8.82612049275401
Algeria,1989,2.6667018108059,21.6111284692461,18.452598025613803,2.10153197319684,-6.376965622265612,-15.515444575586214,-5.644733753801299
Algeria,1990,2.52542969211884,41.01971549210521,-2.39951368656273,5.6872370187605,1.9648159782853705,8.068445203026629,11.5764017921664
Algeria,1991,2.41331301100544,-7.754462558028978,-30.8589952705049,-19.2723428249751,-34.2696102658525,-30.98481460906164,-24.5927682139016
Algeria,1992,2.35096132782299,-8.6222222428358,4.27566008737032,1.43202516621556,13.3306978192449,21.933612376254086,5.45592230530451
Algeria,1993,2.26565401177039,-11.379579733520501,2.9589576464940697,-1.67106828996065,11.047957977899301,11.981025417113946,3.5461910527718903
Algeria,1994,2.13011637975959,-9.58549731670905,5.0347992807163005,-7.31752620898407,-15.731797249079401,-20.546309347569608,-16.7487381038576
Algeria,1995,1.93655683790883,14.4549121531964,6.75400999349991,-0.494213504325979,-2.82845534842078,-5.188565523596999,-0.8486101846033929
Algeria,1996,1.77895782228134,27.664798131747,-15.682827680355999,-11.346442677718999,4.13267236703178,3.731464571430698,11.5907304270912
Algeria,1997,1.69537072643386,1.61296505000823,-5.4488667375377,-4.71185350935294,3.0368213149301,7.619815623666204,2.63079444565812
Algeria,1998,1.52204006027811,-23.4605034617015,8.38657779935299,17.437914136656403,7.08909605361978,7.6016915817002095,0.0219498329098621
Algeria,1999,1.40825288354076,23.3067949998803,-0.801695299727933,-3.1050608806327498,-5.175705594224549,-4.7658754896579,0.9401686974166428
Algeria,2000,1.4121690763186698,68.3428273514766,2.5608723109931097,0.917469683438554,-9.14417835276406,-8.851050771431336,12.643178761834099
Algeria,2001,1.3854402951054998,-12.8620560824967,6.06725652701249,17.4344902443622,5.95137575199726,8.677891543800854,0.7131119972288759
Algeria,2002,1.3580052040023702,0.33388410146466496,20.6952735372328,16.345375680810598,5.373537836644161,8.672675326157298,3.2012030793314903
Algeria,2003,1.3634502605179095,29.091009598718,11.0781470308956,17.3620650383235,11.1506060355903,14.285645754703324,19.4382156348275
Algeria,2004,1.41722191836051,31.672601159415496,35.0741979315782,37.85403737926379,19.019997091746603,16.985543947659966,25.740752657645196
Algeria,2005,1.37342800807107,42.5311896010715,13.5110843957289,15.093508566150902,4.483286120519111,0.5452750895974523,20.7042785505155
Algeria,2006,1.4515717446139198,17.2573460782782,3.2534559120715296,8.07746979974943,7.69777142509822,11.233135559811911,13.5922330097087
Algeria,2007,1.6412313055629,11.220610059393596,30.8642107134508,31.772793451841697,16.3968663734834,19.56817953330059,15.3846153846153
Algeria,2008,1.7236581389141297,29.1250694557617,46.2559891542282,37.2699562492871,26.855551660124803,43.69749183138294,26.666666666666604
Algeria,2009,1.81212725912414,-40.8375141096255,0.478082822800063,0.710202437451767,-0.684117805571027,-1.906091222210915,-19.8830409356725
Algeria,2010,1.87608337836444,27.6953837305612,2.68332231812342,3.83863078651012,12.7691326937675,25.35842561664552,17.5182481751824
Algeria,2011,1.91652835548432,25.1807846122825,13.269007242500901,13.967551319172197,25.1534787104141,48.857410902270004,24.223602484472
Algeria,2012,1.9621032346044296,-0.59070558547748,3.8968909725177903,7.54957368457445,5.76923076923077,2.7524153828376363,4.49999999999999
Algeria,2013,1.98618308585407,-9.67754654305468,6.970834447819557,11.1771017307073,2.7272727272727297,-5.470821592505058,0.478468899521522
Algeria,2014,1.99876180987124,-7.24659002875203,7.048924262886361,7.01647512896914,6.19469026548673,5.383733519962506,1.9047619047618896
Algeria,2015,2.02007896353804,-40.47446156951529,-11.193880166079,-13.4646257207786,-13.333333333333302,-15.429429352431312,-22.429906542056
Algeria,2016,2.01343322285318,-13.1491820284953,-7.462887038742862,-3.5873940780000098,-2.88461538461538,-6.580197766360973,-3.6144578313253
Algeria,2017,1.97627729504374,15.249101229851401,-0.880239707870889,1.61170050156222,3.96039603960396,-3.580054646363417,6.25
Algeria,2018,1.92155413339758,17.5000570194906,1.3044525868082,-0.29025804048619,-0.9523809523809492,-6.354008916488253,2.9411764705882204
Algeria,2019,1.8564668830284,-13.7495018702094,-11.2809486651961,-6.768260591056159,1.9230769230769096,4.374450634067517,-1.7142857142857095
Algeria,2020,1.74755079970274,-34.7386504421705,-18.74765062940289,-16.8014816734761,-8.46712266698113,-13.073185139803345,-15.116279069767401
Algeria,2021,1.6715193382918798,71.64769949276571,6.5294322632361,-2.9139734181566697,4.09704320914301,3.9856719138319683,11.6438356164383
Andorra,1972,7.08188725260294,30.0266406373646,36.3136706280118,32.888520742351,25.942666766218,25.37568999546949,26.852220393780108
Andorra,1973,6.83689558514366,32.8253376165406,42.0706529211282,39.7493415599232,32.4427210052737,32.82113730097689,33.0005621228224
Andorra,1974,6.60025417127865,22.4068336630824,54.83809401574229,37.2409576285316,25.446156075742397,28.761415114196343,23.6774484706874
Andorra,1975,6.295427450678768,10.7488270825018,6.5093228727861785,11.5505819694857,19.0667156494694,24.606270420167185,17.98681020174461
Andorra,1976,5.98408104196817,4.8521610841514695,8.20444557455537,-2.53889796119053,6.341495539597241,11.542749678936849,3.2580188687391503
Andorra,1977,5.64962108281559,17.844762725044394,1.5493719495488,3.68113067856432,11.104618754963901,13.78780660479757,11.7535251756324
Andorra,1978,5.25057352418494,27.0129287774019,5.5225765576121,11.1784730363061,20.1293383965548,25.733433443083385,21.26878958951989
Andorra,1979,4.81365506231963,31.9223751441008,36.3722478271342,30.251017046325998,35.504248394855104,39.236421491227816,33.610717714513896
Andorra,1980,4.30261847577764,13.106016589948599,32.547146172089704,12.184776212588199,11.082316807130498,13.934931019191787,8.46298086543311
Andorra,1981,3.86397461458538,-0.7070338439159599,-3.63931892913886,-18.8119402818534,-11.327811946242,-6.863670831238732,-12.8578349121521
Andorra,1982,4.35558439451699,0.7571838379507808,-1.05917373233057,-3.8864675286356,-3.54388924716814,-2.1988183718866683,-3.35959908553846
Andorra,1983,4.75154153064925,-2.00729689957492,-7.6923825502258705,-16.0866196236022,-13.019247969132199,-10.183405234138199,-12.7860892470559
Andorra,1984,4.32578155916105,12.4359194327301,-1.5348188968219798,-4.568766302453491,-1.4012964989091798,-0.9001752014364817,0.678077056504755
Andorra,1985,3.85955762072971,2.8889115101969804,3.8228455387163,6.18958988917537,5.03144330962683,6.941875740602899,5.050360518764791
Andorra,1986,4.09961423451801,21.2357282664198,19.1872169043229,45.076113615781495,37.2875282237557,37.220125123318574,39.006805686644796
Andorra,1987,4.45126630851879,23.5337761634969,37.5134797502894,35.1852955687516,27.636915185285506,31.02629146924965,26.826758798596305
Andorra,1988,4.23848010916343,15.2048995005525,23.1911284679012,29.164682188166104,16.6191021709308,16.856532904928745,18.0150159685182
Andorra,1989,3.99766383372941,5.8027142469299005,18.0551106506241,16.0395900668294,11.380190791005699,13.861710211893596,10.266246074111
Andorra,1990,3.73748523402854,22.5155783991475,23.7768016575479,30.1307027101404,29.1100672505933,32.732589537753555,29.3530046381534
Andorra,1991,3.4814911609326296,7.81641420519982,6.6612885539793805,4.2871237136407725,8.40824242597275,12.019901558094315,7.57068070884063
Andorra,1992,3.3354980697766603,12.2749655169411,9.71630635756988,1.11675421090056,11.511242794189405,15.03048970831726,9.31452736388989
Andorra,1993,3.26973098475986,-8.94660534488238,-19.078949669996398,-25.76923451771,-16.277395365824198,-14.247175058511074,-16.7688385843101
Andorra,1994,3.1797281763472793,15.8851289357996,12.0252522837141,1.92281534355505,0.0700934718425694,-2.1746413537455545,1.03801176291962
Andorra,1995,3.09812081196652,24.488238727244106,24.6113544726182,20.48292521230811,14.621376467555196,14.87633422539978,15.8421202749897
Andorra,1996,1.93713450292398,9.57518575370059,5.038464983983321,2.4935043329441897,2.98460344198492,3.0950318440032154,3.84122085885221
Andorra,1997,0.8340218560493929,7.5013240409226,5.94522053302144,-1.87523366541152,-4.45739689725375,-6.1946636390377785,-3.5438399349367704
Andorra,1998,0.779196685322047,4.37993347773986,6.9316806416424415,8.62643851578437,1.74089937408039,1.7532076103217609,2.6517615067163103
Andorra,1999,0.7194796428680921,3.2790413126462,8.94696686988682,9.187135468413741,2.12085466316533,1.8928667556724617,2.30093817189029
Andorra,2000,0.67321605361359,-1.26259538682406,1.5066499913579,-4.9752981901324,-9.00447756751152,-9.411401005199204,-8.908482793501882
Andorra,2001,2.60677489144742,5.588653389316112,3.49681620990918,7.5111993010593405,7.538352367494251,7.255248264286608,8.2480700662664
Andorra,2002,4.46623414921851,8.18830246376616,7.525313548885701,14.481954435390305,12.7554625950806,14.062466647601426,13.5159244839549
Andorra,2003,4.31622182387896,29.8046765966925,31.1430029316885,38.6191927220899,33.4103342913955,35.721941794059504,34.490044372024606
Andorra,2004,4.09433477207841,21.5487599169903,28.212146338023896,26.071372520063505,23.755416609497104,25.452914409855488,22.58632201146611
Andorra,2005,3.7604149064770698,7.28774657313897,11.661343360049901,13.397846380765701,9.148826967918119,10.180652901865782,9.146291865587587
Andorra,2006,0.494826247087409,10.528611573207,13.614987800462199,13.7664568782029,8.964356573748391,9.562392970643009,9.38119871113396
Andorra,2007,-2.55918026451926,17.7227478885291,17.4117766177736,13.893995948799901,14.6692917431755,16.629192456076282,14.3546414937799
Andorra,2008,-2.7031521850373594,1.93946964666387,-1.19281448415379,-3.3747850586886603,4.671606901355459,9.899227452562819,3.3748756893363194
Andorra,2009,-2.8965879955295497,-19.0659475073255,-29.1086874613961,-26.3534921693507,-8.55639878195334,-1.3952257470083107,-10.0738908358594
Andorra,2010,-3.1590207441910803,5.56006184998119,5.73324383597677,-10.221625322237001,-4.79997069555927,-6.2260012424861895,-6.1951316247866925
Andorra,2011,-1.33111480865224,19.6792545840885,14.053618695513599,-3.00323870689828,5.733172546405768,5.3571464856915,5.15935712781461
Andorra,2012,0.6320234670596829,-6.29735137606396,-11.621194981274801,-21.15396615719,-11.6306708061748,-14.972798965293364,-12.0173697691201
Andorra,2013,0.498500274597613,4.882570677111099,-1.12709415098571,-6.53666632057524,-0.683889584877339,-0.23666926425162105,0.118311468621401
Andorra,2014,0.355906791654403,3.94341027911511,7.08652832943303,6.40855337432186,2.5300230629212703,1.1343981583852971,2.3407657634519903
Andorra,2015,0.174529816673874,-14.2829175661072,-14.079446635876,-9.43278047496813,-15.764403679331698,-15.316811170462262,-14.647312814453098
Andorra,2016,1.10668190561147,4.573956098393951,1.43763552857905,2.4638226469908,2.8616331562736703,1.5806473222910402,3.79697501649147
Andorra,2017,1.78797904604355,7.526525828006989,9.36579345572381,7.279080114217,3.2746616099552406,1.271998937471941,3.6451446668412406
Andorra,2018,1.59269742811869,7.3191913876506,10.3488456008354,13.1749640632048,7.026716851550112,7.56783429440735,7.274919158692597
Andorra,2019,1.77302600882514,-2.63012531253051,-3.3650898375976603,-0.233620035741988,-2.7141292606354703,-1.1928856901086693,-1.96579547398808
Andorra,2020,1.77750415886197,-19.152594081098602,-15.8927315851464,-10.266135410838599,-6.0718797447764015,7.040694217678101,-8.372159958299969
Andorra,2021,1.7168597168597002,30.4337218214629,31.0883165402183,17.4945092250975,14.3069413794968,11.850223722856025,15.000012104818197
Angola,1972,3.03837641566384,2.38304972730885,2.66220679821627,2.72638489757715,2.40505972900804,2.5286946667352432,2.36332930145803
Angola,1973,3.3544072797420497,22.168997745959807,22.622991051344105,22.4159151990398,22.467477853653307,22.68661693357734,22.2839418812092
Angola,1974,3.40918453748195,12.166831810927501,12.349195092554801,12.0924937107761,12.273529380905002,13.169633694114944,12.1740586326796
Angola,1975,3.38433227578003,-26.850665683716397,-28.02331454270649,-27.1500826462163,-26.648903864043998,-27.990438937301782,-26.293546729320997
Angola,1976,3.32826037405478,-2.26362399783888,-2.3713402354310698,-3.68065164627039,-4.11521880541793,-4.145561123997776,-4.01516545248695
Angola,1977,3.3730895940154904,8.19974989943075,10.9852880835818,11.931071000534999,9.73112266336786,11.39329296799958,9.12651366017667
Angola,1978,3.4571170124183,10.802689954653001,11.767075009728696,10.3114083197242,12.3140685060848,12.832286112467914,11.5384615632513
Angola,1979,3.49514063402727,11.5161680937256,10.546338676651,9.95735413111775,10.7950276768639,15.059047006999315,11.034482756485698
Angola,1980,3.5660975495131297,26.9320306927737,13.3196450337085,24.102922172066002,28.5049789988175,9.731948236364962,32.91925459108
Angola,1981,3.61834693129583,7.950223377041451,17.304725897909602,1.51711471023372,-4.68441762039095,5.227577634775727,-6.40789389229302
Angola,1982,3.65749374642079,-12.900155347057801,1.6612974283734798,13.449993300780099,3.86617320558766,13.233403480915197,0.0
Angola,1983,3.68335085846311,4.56683167204494,-2.6566051724327595,-13.5020222195207,5.6506900170186105,1.172466052151222,4.213301083602491
Angola,1984,3.6758194475690495,12.495423754356198,2.16034662414819,5.7108432983920805,1.13753177128343,22.05607897273281,6.00126157853184
Angola,1985,3.66947322759636,11.980192770085402,7.831446327206381,-5.70125162344482,28.721933611119198,8.35619659846969,23.201437296125
Angola,1986,3.63019515033216,-34.416429946384696,-15.604149309461,-4.3749315723083,1.89203534119746,8.348386099115878,-6.15335927188244
Angola,1987,3.49847966247325,64.2067503361762,16.6807483484882,16.707651735524006,1.95924617913445,6.072774766875,15.151923845973695
Angola,1988,3.42436925481133,8.09392300743041,6.44288117286726,-14.712728129622299,12.9366720487635,7.899520254638138,7.961508002006121
Angola,1989,3.42882505213937,19.8718764141961,4.1934596255617205,-2.61993689420285,14.4192234836168,2.0975566684152014,16.3687197298024
Angola,1990,3.40172269797154,27.0846586898619,13.9923517411132,6.077054775173839,4.92771693070737,8.943613911250914,10.4695445038631
Angola,1993,10.226299934109,36.587207988414995,100.0,-5.8089986576872095,1.0952181705478,43.99186269370831,-1.4179518928851398
Angola,1994,3.25013211108529,62.9726353541667,40.9223245343195,53.106233811779795,-7.631547875529669,-0.8810902912234297,2.91489505671274
Angola,2002,30.1151289875948,-26.2492541593333,-29.8933894897466,100.0,-0.779816177838832,-47.388498297493115,10.2799644772516
Angola,2003,3.47224351211188,10.8909438798704,19.827155646211,16.3718981110009,24.5444931481884,33.12376340026213,16.5326410549623
Angola,2004,3.56858748306558,42.1010130357555,20.53909050014689,34.1422000120372,14.0996795063257,-13.410520567425356,32.2204928701432
Angola,2005,3.62170088367106,76.1889140370796,42.61513450566721,40.0189799054305,34.6781903192259,75.8070856271138,56.97522972935271
Angola,2006,3.65730553439549,37.2308610200314,7.499091327991952,19.8005839337596,31.0719042222328,35.60654235296757,41.6818529250815
Angola,2007,3.7066332578460495,33.3118189270051,60.57868739703879,37.5925895104016,30.5761998279651,26.184784298363148,24.5993479054117
Angola,2008,3.73911915646358,44.7854228689114,65.1689871477632,62.40578960531749,33.0113384615692,46.8130644303261,35.6573115420891
Angola,2009,3.76253911551249,-35.621589695559,3.4458171207907005,10.3860768325038,8.135251905791941,-6.027178953277677,-20.591536691978
Angola,2010,3.8054176544408898,24.8415517022025,-20.3126927802268,-21.513700149818305,1.40021663899498,2.0818582696536803,19.190476949618798
Angola,2011,3.83033262234484,31.5088025248911,23.163222116906,25.0136265794722,31.8315727173871,42.74391122756498,33.6523823657145
Angola,2012,3.83023516401734,5.61785691532366,4.48791508396426,15.6023623049455,16.816217499283198,12.077957726863842,14.2857142857142
Angola,2013,3.80617312202034,-3.1503424953470294,7.37042563980658,4.66025816049406,18.6340077129718,29.373799618408786,7.03125
Angola,2014,3.75314538928783,-6.1262749400246,2.36778877590053,12.1194545110796,12.470536257688902,-11.389351827848929,6.569343065693428
Angola,2015,3.68391177092795,-46.9138283513372,-23.7204938867682,-0.8245296159191999,-11.657922516394803,-27.102250593611394,-20.547945205479397
Angola,2016,3.65129119419238,-17.7375598725855,-33.6890573254216,-30.7504274284644,-12.051614428531499,-26.486092074240734,-12.931034482758601
Angola,2017,3.6147871087609498,24.5437191745068,11.2330594674594,7.07944850557538,21.132608474012105,12.546039158463815,20.7920792079207
Angola,2018,3.52516837242657,16.8486988475057,-8.83809676981727,-38.5411148466515,-20.892795596996397,-32.79862814854341,-17.2131147540983
Angola,2019,3.4535752644256603,-18.06471522364189,-45.2802825941417,-18.6946989843585,-28.1600017738933,-32.661871154992035,-17.686392496039602
Angola,2020,3.32234557725097,-42.338466671896704,-34.405145165494,-20.9524715038395,-32.3563278929664,-25.079666042480568,-34.0591441377461
Angola,2021,3.21668172468234,59.021265862490104,23.4158217024343,27.147121452849497,9.680908010449473,4.785876512125453,28.660805027509
Argentina,1972,1.60759983155116,11.927768927322301,0.99955804142271,-7.62746814283882,-6.193508318408848,-13.717878542912931,-5.7697889018703306
Argentina,1973,1.6568374967913002,15.7076272570844,-9.78053866366151,0.62384094914194,12.2967314855363,38.63099365193376,12.607944939056999
Argentina,1974,1.71525145612085,3.67709869572752,26.133178560025602,14.753371715773401,13.9831298315618,30.50272356595481,12.5043456130387
Argentina,1975,1.67311636882618,-9.671805475753393,2.80239947088858,43.3406071121786,-1.29417462758025,3.0688522836380683,6.43927050227326
Argentina,1976,1.60266688741552,65.9804711958252,4.11636207072654,8.49807716232058,-1.07760220389138,-21.15404046766632,5.879103090830751
Argentina,1977,1.61095039884928,17.9818943261393,39.520537931316795,13.0844458878554,14.6784872570287,8.23758664185743,12.564911485367
Argentina,1978,1.6184194075117702,-6.5714918929334285,-19.360476169423197,-9.02207570221416,6.8466270580652,27.50693935308348,3.5860583141493
Argentina,1979,1.61353808155499,-12.742007126157201,28.8375451465912,9.52884571373204,24.039499100237602,15.086217610988538,15.8958618757509
Argentina,1980,1.59754516853782,-13.6450734906611,16.4690003517277,11.3977996898607,13.5459666232972,26.86161884965053,10.617512861751901
Argentina,1981,1.59316730968634,41.461395382080795,17.7823835948149,-7.05034230196133,5.69088528610373,5.203856643754712,3.53263539117585
Argentina,1982,1.58572751458179,35.090175600859,-9.021466672164381,-1.40755466854747,0.0676831962721502,-0.4172367291908841,2.82171341704062
Argentina,1983,1.57099449907307,8.954428047669632,-3.1710298093829103,3.8565605035873123,8.34955958952297,7.377404129498721,8.19020674659494
Argentina,1984,1.54902773541205,-12.3425237258055,-13.8602592671229,1.02140336691047,7.6557067973185715,8.427356403341978,5.68555513800761
Argentina,1985,1.52491283159601,48.421130730047,26.597919459570498,-15.432676174789,-4.329887874388411,1.290482344951016,-4.01362512382075
Argentina,1986,1.5228061361545402,-16.472867155076898,21.0745896507655,19.2342770246118,25.9600628100316,16.83668452683893,20.38114472620261
Argentina,1987,1.52244710817752,-0.860628513312478,23.1177947927438,15.0949679663775,2.07173969160889,1.4727912150125366,2.60869565217392
Argentina,1988,1.5195160065110502,41.1791633587916,-4.37972916275995,11.159812963307099,13.879311590637801,10.156415548174502,16.9491525423728
Argentina,1989,1.49877604826031,-17.2642975821417,-36.036240989355505,-49.73500946830529,-39.8106660403669,-33.986906262341535,-39.822856049275295
Argentina,1990,1.46705973052219,46.347816284481105,29.8390273235258,66.4232105099969,90.5302676375852,80.42554051071184,84.2386626194416
Argentina,1991,1.43425123929699,-0.578285456061122,76.13588040909741,40.34194165760661,39.1999999999999,31.93716473705345,34.640522875817
Argentina,1992,1.3971041839452498,3.67709850979556,61.369377248502204,37.6125044862297,22.4137931034482,17.728895570330923,20.388349514563
Argentina,1993,1.36722802490505,9.14333926677009,18.591075867587897,18.06905608999989,1.40845070422535,29.411684226018014,3.62903225806452
Argentina,1994,1.35613702433696,18.492066269688,23.8754891256081,13.887125580450899,9.72222222222223,6.236898393974878,8.56031128404668
Argentina,1995,1.3262722371411202,28.898831055618,-4.6550490886414,-9.8970148652379,-1.2658227848101202,1.3910872800946494,0.35842293906809203
Argentina,1996,1.26838723966702,13.633261447331801,15.796293401690304,6.32993637741479,4.27350427350428,-1.2179771056988864,5.35714285714286
Argentina,1997,1.20547242417086,8.9919044859738,24.118635706455606,15.2929678647584,8.196721311475411,3.8419374410080014,7.79661016949153
Argentina,1998,1.16491048085782,0.6751076700993951,3.35064428182214,5.05590356685132,2.2727272727272703,5.741649819758978,1.88679245283018
Argentina,1999,1.15870543571992,-10.517644490886301,-15.270267123042,-14.2986635518446,-2.59259259259259,4.164468043965931,-5.24691358024691
Argentina,2000,1.1397229331457,11.7965853478671,0.3546716223227879,-9.89503444889142,-0.760456273764254,0.6855321428991701,0.32573289902280106
Argentina,2001,1.10523454406428,-0.552503922601255,-16.5592522888772,-17.2126669830076,-5.3639846743295,-2.9042360708259496,-5.51948051948052
Argentina,2002,1.07932144862661,-8.8326521853762,-52.4143777825901,-67.98130497416311,-66.14887300040479,-67.19334129914843,-61.8556701030927
